"","serial","species","life_stage","NperHA","KgperHA","year","season"
"234",102,"Rainbow Smelt","YAO",0,0,2013,"Spring"
"235",102,"Rainbow Smelt","ALL",0,0,2013,"Spring"
"236",102,"Rock Bass","YOY",0,0,2013,"Spring"
"237",102,"Rock Bass","Age_1",0,0,2013,"Spring"
"238",102,"Rock Bass","Age_2+",0,0,2013,"Spring"
"239",102,"Rock Bass","YAO",0,0,2013,"Spring"
"240",102,"Rock Bass","ALL",0,0,2013,"Spring"
"241",102,"Round Goby","YOY",0,0,2013,"Spring"
"242",102,"Round Goby","Age_1",0,0,2013,"Spring"
"243",102,"Round Goby","Age_2+",0,0,2013,"Spring"
"244",102,"Round Goby","YAO",0,0,2013,"Spring"
"245",102,"Round Goby","ALL",0,0,2013,"Spring"
"246",102,"Shorthead Redhorse","YOY",0,0,2013,"Spring"
"247",102,"Shorthead Redhorse","Age_1",0,0,2013,"Spring"
"248",102,"Shorthead Redhorse","Age_2+",0,0,2013,"Spring"
"249",102,"Shorthead Redhorse","YAO",0,0,2013,"Spring"
"250",102,"Shorthead Redhorse","ALL",0,0,2013,"Spring"
"251",102,"Silver Chub","YOY",0,0,2013,"Spring"
"252",102,"Silver Chub","Age_1",0,0,2013,"Spring"
"253",102,"Silver Chub","Age_2+",0,0,2013,"Spring"
"254",102,"Silver Chub","YAO",0,0,2013,"Spring"
"255",102,"Silver Chub","ALL",0,0,2013,"Spring"
"256",102,"Silver Lamprey","YOY",0,0,2013,"Spring"
"257",102,"Silver Lamprey","Age_1",0,0,2013,"Spring"
"258",102,"Silver Lamprey","Age_2+",0,0,2013,"Spring"
"259",102,"Silver Lamprey","YAO",0,0,2013,"Spring"
"260",102,"Silver Lamprey","ALL",0,0,2013,"Spring"
"261",102,"Smallmouth Bass","YOY",0,0,2013,"Spring"
"262",102,"Smallmouth Bass","Age_1",0,0,2013,"Spring"
"263",102,"Smallmouth Bass","Age_2+",0,0,2013,"Spring"
"264",102,"Smallmouth Bass","YAO",0,0,2013,"Spring"
"265",102,"Smallmouth Bass","ALL",0,0,2013,"Spring"
"266",102,"Spottail Shiner","YOY",0,0,2013,"Spring"
"267",102,"Spottail Shiner","Age_1",0,0,2013,"Spring"
"268",102,"Spottail Shiner","Age_2+",0,0,2013,"Spring"
"269",102,"Spottail Shiner","YAO",0,0,2013,"Spring"
"270",102,"Spottail Shiner","ALL",0,0,2013,"Spring"
"271",102,"Trout Perch","YAO",10.44,0.06,2013,"Spring"
"272",102,"Trout Perch","YOY",0,0,2013,"Spring"
"273",102,"Trout Perch","Age_1",0,0,2013,"Spring"
"274",102,"Trout Perch","Age_2+",0,0,2013,"Spring"
"275",102,"Trout Perch","ALL",0,0,2013,"Spring"
"276",102,"Walleye","Age_1",0.16,0.13,2013,"Spring"
"277",102,"Walleye","Age_2+",4.02,3.13,2013,"Spring"
"278",102,"Walleye","YOY",0,0,2013,"Spring"
"279",102,"Walleye","YAO",0,0,2013,"Spring"
"280",102,"Walleye","ALL",0,0,2013,"Spring"
"281",102,"White Bass","Age_1",2.49,0.51,2013,"Spring"
"282",102,"White Bass","Age_2+",4.79,0.98,2013,"Spring"
"283",102,"White Bass","YOY",1.08,0.22,2013,"Spring"
"284",102,"White Bass","YAO",0,0,2013,"Spring"
"285",102,"White Bass","ALL",0,0,2013,"Spring"
"286",102,"White Perch","Age_2+",12.54,0.91,2013,"Spring"
"287",102,"White Perch","YOY",0,0,2013,"Spring"
"288",102,"White Perch","Age_1",0,0,2013,"Spring"
"289",102,"White Perch","YAO",0,0,2013,"Spring"
"290",102,"White Perch","ALL",0,0,2013,"Spring"
"291",102,"White Sucker","YAO",8.36,6.96,2013,"Spring"
"292",102,"White Sucker","YOY",0,0,2013,"Spring"
"293",102,"White Sucker","Age_1",0,0,2013,"Spring"
"294",102,"White Sucker","Age_2+",0,0,2013,"Spring"
"295",102,"White Sucker","ALL",0,0,2013,"Spring"
"296",102,"Yellow Perch","Age_1",1.8,0.1,2013,"Spring"
"297",102,"Yellow Perch","Age_2+",27.44,2,2013,"Spring"
"298",102,"Yellow Perch","YOY",0.03,0,2013,"Spring"
"299",102,"Yellow Perch","YAO",0,0,2013,"Spring"
"300",102,"Yellow Perch","ALL",0,0,2013,"Spring"
"301",103,"Alewife","YOY",0,0,2013,"Spring"
"302",103,"Alewife","Age_1",0,0,2013,"Spring"
"303",103,"Alewife","Age_2+",0,0,2013,"Spring"
"304",103,"Alewife","YAO",0,0,2013,"Spring"
"305",103,"Alewife","ALL",0,0,2013,"Spring"
"306",103,"Brown Bullhead","YOY",0,0,2013,"Spring"
"307",103,"Brown Bullhead","Age_1",0,0,2013,"Spring"
"308",103,"Brown Bullhead","Age_2+",0,0,2013,"Spring"
"309",103,"Brown Bullhead","YAO",0,0,2013,"Spring"
"310",103,"Brown Bullhead","ALL",0,0,2013,"Spring"
"311",103,"Channel Catfish","YOY",0,0,2013,"Spring"
"312",103,"Channel Catfish","Age_1",0,0,2013,"Spring"
"313",103,"Channel Catfish","Age_2+",0,0,2013,"Spring"
"314",103,"Channel Catfish","YAO",0,0,2013,"Spring"
"315",103,"Channel Catfish","ALL",0,0,2013,"Spring"
"316",103,"Common Carp","YOY",0,0,2013,"Spring"
"317",103,"Common Carp","Age_1",0,0,2013,"Spring"
"318",103,"Common Carp","Age_2+",0,0,2013,"Spring"
"319",103,"Common Carp","YAO",0,0,2013,"Spring"
"320",103,"Common Carp","ALL",0,0,2013,"Spring"
"321",103,"Emerald Shiner","YOY",0,0,2013,"Spring"
"322",103,"Emerald Shiner","Age_1",0,0,2013,"Spring"
"323",103,"Emerald Shiner","Age_2+",0,0,2013,"Spring"
"324",103,"Emerald Shiner","YAO",0,0,2013,"Spring"
"325",103,"Emerald Shiner","ALL",0,0,2013,"Spring"
"326",103,"Freshwater Drum","YAO",153.64,86.31,2013,"Spring"
"327",103,"Freshwater Drum","YOY",0,0,2013,"Spring"
"328",103,"Freshwater Drum","Age_1",0,0,2013,"Spring"
"329",103,"Freshwater Drum","Age_2+",0,0,2013,"Spring"
"330",103,"Freshwater Drum","ALL",0,0,2013,"Spring"
"331",103,"Gizzard Shad","YOY",0,0,2013,"Spring"
"332",103,"Gizzard Shad","Age_1",0,0,2013,"Spring"
"333",103,"Gizzard Shad","Age_2+",0,0,2013,"Spring"
"334",103,"Gizzard Shad","YAO",0,0,2013,"Spring"
"335",103,"Gizzard Shad","ALL",0,0,2013,"Spring"
"336",103,"Golden Redhorse","YOY",0,0,2013,"Spring"
"337",103,"Golden Redhorse","Age_1",0,0,2013,"Spring"
"338",103,"Golden Redhorse","Age_2+",0,0,2013,"Spring"
"339",103,"Golden Redhorse","YAO",0,0,2013,"Spring"
"340",103,"Golden Redhorse","ALL",0,0,2013,"Spring"
"341",103,"Goldfish","YOY",0,0,2013,"Spring"
"342",103,"Goldfish","Age_1",0,0,2013,"Spring"
"343",103,"Goldfish","Age_2+",0,0,2013,"Spring"
"344",103,"Goldfish","YAO",0,0,2013,"Spring"
"345",103,"Goldfish","ALL",0,0,2013,"Spring"
"346",103,"Lake Sturgeon","YOY",0,0,2013,"Spring"
"347",103,"Lake Sturgeon","Age_1",0,0,2013,"Spring"
"348",103,"Lake Sturgeon","Age_2+",0,0,2013,"Spring"
"349",103,"Lake Sturgeon","YAO",0,0,2013,"Spring"
"350",103,"Lake Sturgeon","ALL",0,0,2013,"Spring"
"351",103,"Lake Trout","YOY",0,0,2013,"Spring"
"352",103,"Lake Trout","Age_1",0,0,2013,"Spring"
"353",103,"Lake Trout","Age_2+",0,0,2013,"Spring"
"354",103,"Lake Trout","YAO",0,0,2013,"Spring"
"355",103,"Lake Trout","ALL",0,0,2013,"Spring"
"356",103,"Lake Whitefish","YOY",0,0,2013,"Spring"
"357",103,"Lake Whitefish","Age_1",0,0,2013,"Spring"
"358",103,"Lake Whitefish","Age_2+",0,0,2013,"Spring"
"359",103,"Lake Whitefish","YAO",0,0,2013,"Spring"
"360",103,"Lake Whitefish","ALL",0,0,2013,"Spring"
"361",103,"Logperch","YOY",0,0,2013,"Spring"
"362",103,"Logperch","Age_1",0,0,2013,"Spring"
"363",103,"Logperch","Age_2+",0,0,2013,"Spring"
"364",103,"Logperch","YAO",0,0,2013,"Spring"
"365",103,"Logperch","ALL",0,0,2013,"Spring"
"366",103,"Mimic Shiner","YOY",0,0,2013,"Spring"
"367",103,"Mimic Shiner","Age_1",0,0,2013,"Spring"
"368",103,"Mimic Shiner","Age_2+",0,0,2013,"Spring"
"369",103,"Mimic Shiner","YAO",0,0,2013,"Spring"
"370",103,"Mimic Shiner","ALL",0,0,2013,"Spring"
"371",103,"Muskelunge","YOY",0,0,2013,"Spring"
"372",103,"Muskelunge","Age_1",0,0,2013,"Spring"
"373",103,"Muskelunge","Age_2+",0,0,2013,"Spring"
"374",103,"Muskelunge","YAO",0,0,2013,"Spring"
"375",103,"Muskelunge","ALL",0,0,2013,"Spring"
"376",103,"Quillback","YOY",0,0,2013,"Spring"
"377",103,"Quillback","Age_1",0,0,2013,"Spring"
"378",103,"Quillback","Age_2+",0,0,2013,"Spring"
"379",103,"Quillback","YAO",0,0,2013,"Spring"
"380",103,"Quillback","ALL",0,0,2013,"Spring"
"381",103,"Rainbow Smelt","YOY",0,0,2013,"Spring"
"382",103,"Rainbow Smelt","Age_1",0,0,2013,"Spring"
"383",103,"Rainbow Smelt","Age_2+",0,0,2013,"Spring"
"384",103,"Rainbow Smelt","YAO",0,0,2013,"Spring"
"385",103,"Rainbow Smelt","ALL",0,0,2013,"Spring"
"386",103,"Rock Bass","YOY",0,0,2013,"Spring"
"387",103,"Rock Bass","Age_1",0,0,2013,"Spring"
"388",103,"Rock Bass","Age_2+",0,0,2013,"Spring"
"389",103,"Rock Bass","YAO",0,0,2013,"Spring"
"390",103,"Rock Bass","ALL",0,0,2013,"Spring"
"391",103,"Round Goby","ALL",2.03,0.01,2013,"Spring"
"392",103,"Round Goby","YOY",0,0,2013,"Spring"
"393",103,"Round Goby","Age_1",0,0,2013,"Spring"
"394",103,"Round Goby","Age_2+",0,0,2013,"Spring"
"395",103,"Round Goby","YAO",0,0,2013,"Spring"
"396",103,"Shorthead Redhorse","YOY",0,0,2013,"Spring"
"397",103,"Shorthead Redhorse","Age_1",0,0,2013,"Spring"
"398",103,"Shorthead Redhorse","Age_2+",0,0,2013,"Spring"
"399",103,"Shorthead Redhorse","YAO",0,0,2013,"Spring"
"400",103,"Shorthead Redhorse","ALL",0,0,2013,"Spring"
"401",103,"Silver Chub","YOY",0,0,2013,"Spring"
"402",103,"Silver Chub","Age_1",0,0,2013,"Spring"
"403",103,"Silver Chub","Age_2+",0,0,2013,"Spring"
"404",103,"Silver Chub","YAO",0,0,2013,"Spring"
"405",103,"Silver Chub","ALL",0,0,2013,"Spring"
"406",103,"Silver Lamprey","YOY",0,0,2013,"Spring"
"407",103,"Silver Lamprey","Age_1",0,0,2013,"Spring"
"408",103,"Silver Lamprey","Age_2+",0,0,2013,"Spring"
"409",103,"Silver Lamprey","YAO",0,0,2013,"Spring"
"410",103,"Silver Lamprey","ALL",0,0,2013,"Spring"
"411",103,"Smallmouth Bass","YOY",0,0,2013,"Spring"
"412",103,"Smallmouth Bass","Age_1",0,0,2013,"Spring"
"413",103,"Smallmouth Bass","Age_2+",0,0,2013,"Spring"
"414",103,"Smallmouth Bass","YAO",0,0,2013,"Spring"
"415",103,"Smallmouth Bass","ALL",0,0,2013,"Spring"
"416",103,"Spottail Shiner","YOY",0,0,2013,"Spring"
"417",103,"Spottail Shiner","Age_1",0,0,2013,"Spring"
"418",103,"Spottail Shiner","Age_2+",0,0,2013,"Spring"
"419",103,"Spottail Shiner","YAO",0,0,2013,"Spring"
"420",103,"Spottail Shiner","ALL",0,0,2013,"Spring"
"421",103,"Trout Perch","YAO",2.03,0.03,2013,"Spring"
"422",103,"Trout Perch","YOY",0,0,2013,"Spring"
"423",103,"Trout Perch","Age_1",0,0,2013,"Spring"
"424",103,"Trout Perch","Age_2+",0,0,2013,"Spring"
"425",103,"Trout Perch","ALL",0,0,2013,"Spring"
"426",103,"Walleye","Age_1",0.06,0.03,2013,"Spring"
"427",103,"Walleye","Age_2+",4.01,1.83,2013,"Spring"
"428",103,"Walleye","YOY",0,0,2013,"Spring"
"429",103,"Walleye","YAO",0,0,2013,"Spring"
"430",103,"Walleye","ALL",0,0,2013,"Spring"
"431",103,"White Bass","Age_1",6.04,0.56,2013,"Spring"
"432",103,"White Bass","Age_2+",5.06,0.47,2013,"Spring"
"433",103,"White Bass","YOY",1.1,0.1,2013,"Spring"
"434",103,"White Bass","YAO",0,0,2013,"Spring"
"435",103,"White Bass","ALL",0,0,2013,"Spring"
"436",103,"White Perch","Age_1",1.47,0.09,2013,"Spring"
"437",103,"White Perch","Age_2+",53.97,6.86,2013,"Spring"
"438",103,"White Perch","YOY",0,0,2013,"Spring"
"439",103,"White Perch","YAO",0,0,2013,"Spring"
"440",103,"White Perch","ALL",0,0,2013,"Spring"
"441",103,"White Sucker","YAO",6.1,5.76,2013,"Spring"
"442",103,"White Sucker","YOY",0,0,2013,"Spring"
